商品コード,商品名,管理区分(0:製番、1:MRP、2:ロット),手配区分（0：発注、2：外製、3：内製）,商品グループコード (商品グループ2),商品グループコード (商品グループ3),購入単価1,購入単価2,購入単価3,購入単価4,購入単価5,購入単価2適用数,手配単位,手配単位倍数,最低ロット数,手配ロット数,標準販売単価1,標準販売単価2,標準販売単価3,標準販売単価4,標準販売単価5,標準販売単価6,標準販売単価7,標準販売単価8,標準販売単価9,標準販売単価10,在庫評価単価(JPY),管理単位,支給単価(JPY),安全在庫数,所要量計算に含める(0：含める、1:含めない),仕様,リードタイム(日),安全リードタイム(日),棚番,入数,受注対象(0:対象、1:非対象、2:受注/EDI対象),ダミー商品（「1」:yes、それ以外: no）,商品備考1,商品備考2,商品備考3,商品備考4,商品備考5,サイズ *,色 *,部品区分 *,分類1 *,分類2 *,分類3 *,分類4 *,分類5 *,分類6 *,分類7 *,分類8 *,奉行商品コード *,品番 *,分類9 *,分類10 *,分類11 *,分類12 *,分類20 *,代表分類 *,トムソン型管理番号 *,最小梱包数量 *,JIS規格品 *,廃番日 *,商品画像,商品画像ファイル名,商品画像2,商品画像2ファイル名,商品画像3,商品画像3ファイル名,登録日時,登録者,最終更新日時,最終更新者,理論在庫数,有効在庫数,出庫可能数,出庫可能数2,次回入庫予定日,次回入庫予定数,最終入庫日,最終出庫日,子商品の数,商品グループ名 (商品グループ2),カテゴリ (商品グループ2)（0：(すべて)、1：商品グループ1、2：商品グループ2、3：商品グループ3、4：商品グループ4、5：商品グループ5）,商品グループ名 (商品グループ3),カテゴリ (商品グループ3)（0：(すべて)、1：商品グループ1、2：商品グループ2、3：商品グループ3、4：商品グループ4、5：商品グループ5）
B0-00000038BK-0001,カジュアルベルト,1,2,IG240628,,15.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,235.0,個,0,70,0,,3,0,,1,0,,,,,,,,黒,出荷形態,,2.0,,,,,,,450.0,38,,,,,,2,,12,-,,php21s2jatcghm0fPv7KOS.png,B0-00000038BK-0001.png,,,,,2024/5/10 15:07,GEN,2026/7/1 11:46,nakano,430.0,430.0,430.0,430.0,,,2026/5/27,,11.0,ベルト班,2.0,,
B0-00000038BK-V400,38先止め加工品黒,1,3,,,153.42,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,131.0,本,0,0,0,,1,0,,1,0,,,,,,,,黒,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:43,nakano,0.0,0.0,0.0,0.0,,,2026/5/15,2026/5/27,2.0,,,,
B0-00000038BK-V888,38黒バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,黒,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:23,nakano,62.6,62.6,62.6,62.6,,,,2026/5/27,1.0,,,,
B0-00000038BW-0001,カジュアルベルト,1,2,IG240628,,15.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,116.0,個,0,44,0,,3,0,,1,0,,,,,,,,茶,出荷形態,,2.0,,,,,,,420.0,38,,,,,,2,,12,-,,php9c0neme86q1l1nI6vad.png,B0-00000038BW-0001.png,,,,,2024/5/10 15:07,GEN,2026/7/1 11:46,nakano,103.0,103.0,103.0,103.0,,,2025/11/7,,11.0,ベルト班,2.0,,
B0-00000038BW-V400,38先止め加工品茶,1,3,,,153.42,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12.0,本,0,0,0,,1,0,,1,0,,,,,,,,茶,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:43,nakano,0.0,0.0,0.0,0.0,,,2025/10/23,2025/11/7,2.0,,,,
B0-00000038BW-V888,38茶バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,茶,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:23,nakano,116.6,116.6,116.6,116.6,,,,2025/11/7,1.0,,,,
B0-00000038GR-0001,カジュアルベルト,1,2,IG240628,,15.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,116.0,個,0,83,0,,3,0,,1,0,,,,,,,,緑,出荷形態,,2.0,,,,,,,380.0,38,,,,,,2,,12,-,,php7ma2ioun5uiteZg69MO.png,B0-00000038GR-0001.png,,,,,2024/5/10 15:07,GEN,2026/7/1 11:46,nakano,467.0,467.0,467.0,467.0,,,2026/6/5,,11.0,ベルト班,2.0,,
B0-00000038GR-V400,38先止め加工品緑,1,3,,,153.42,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12.0,本,0,0,0,,1,0,,1,0,,,,,,,,緑,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:44,nakano,36.0,36.0,36.0,36.0,,,2026/5/28,2026/6/5,2.0,,,,
B0-00000038GR-V888,38緑バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,緑,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:24,nakano,279.44,279.44,279.44,279.44,,,,2026/6/5,1.0,,,,
B0-00000038GY-0001,カジュアルベルト,1,2,IG240628,,15.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,228.0,個,0,87,0,,3,0,,1,0,,,,,,,,グレー,出荷形態,,2.0,,,,,,,410.0,38,,,,,,2,,12,-,,php4j955fu6ms746UxUWmW.png,B0-00000038GY-0001.png,,,,,2024/5/10 15:07,GEN,2026/7/1 11:46,nakano,327.0,327.0,327.0,327.0,,,2026/6/5,,11.0,ベルト班,2.0,,
B0-00000038GY-V400,38先止め加工品グレー,1,3,,,153.42,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,124.0,本,0,0,0,,1,0,,1,0,,,,,,,,グレー,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:44,nakano,0.0,0.0,0.0,0.0,,,2026/5/27,2026/6/5,2.0,,,,
B0-00000038GY-V888,38グレーバーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:24,nakano,111.4,111.4,111.4,111.4,,,,2026/6/5,1.0,,,,
B0-00000038NY-0001,カジュアルベルト,1,2,IG240628,,15.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,235.0,個,0,63,0,,3,0,,1,0,,,,,,,,紺,出荷形態,,2.0,,,,,,,400.0,38,,,,,,2,,12,-,,phpjo348sctrj6v1wbBdlI.png,B0-00000038NY-0001.png,,,,,2024/5/10 15:07,GEN,2026/7/1 11:46,nakano,955.0,955.0,955.0,955.0,,,2026/6/12,,11.0,ベルト班,2.0,,
B0-00000038NY-V400,38先止め加工品紺,1,3,,,153.42,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,131.0,本,0,0,0,,1,0,,1,0,,,,,,,,紺,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:44,nakano,0.0,0.0,0.0,0.0,,,2026/5/28,2026/6/12,2.0,,,,
B0-00000038NY-V888,38紺バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,紺,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:24,nakano,118.4,118.4,118.4,118.4,,,,2026/6/12,1.0,,,,
B0-0000004600-W001,ペンライトホルダー可動アームゲートカット品,1,2,,,1.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-1968.0,-1968.0,-1968.0,-1968.0,,,,2026/6/25,1.0,,,,
B0-0000004600-W002,ペンライトホルダー接続部品ゲートカット品,1,2,,,1.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-1968.0,-1968.0,-1968.0,-1968.0,,,,2026/6/25,1.0,,,,
B0-0000004600-W003,ペンライトホルダー樹脂ばねゲートカット品,1,2,,,1.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-1968.0,-1968.0,-1968.0,-1968.0,,,,2026/6/25,1.0,,,,
B0-0000004600-W004,ペンライトホルダー本体ゲートカット品,1,2,,,1.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,498.0,498.0,498.0,498.0,,,2025/10/2,2026/6/25,1.0,,,,
B0-0000004600-W005,ペンライトホルダー解除レバーゲートカット品,1,2,,,1.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,498.0,498.0,498.0,498.0,,,2025/10/2,2026/6/25,1.0,,,,
B0-0000006000-0001,安全反射タスキ,1,2,,,4.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6.0,個,0,0,0,,7,0,,1,0,,,,,,,,,出荷形態,,,,,,,7.0,,2200.0,60,,,,,,7,,,-,,phphkl6gf1mr4cf0fNsYdP.png,B0-0000006000-0001.png,,,,,2024/7/5 19:11,seizou,2026/4/3 13:42,hara,1500.0,1500.0,1500.0,1500.0,,,2026/1/5,,4.0,,,,
B0-0000006000-V666,60品番シール,1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,3,0,,1,0,,,,,,,,,内製,,,,,,,7.0,,,,,,,,,,,,-,,,,,,,,2025/11/25 19:29,takahashi,2025/11/25 19:29,takahashi,0.0,0.0,0.0,0.0,,,,,,,,,
B0-0000006100-0001,光触媒アゴパット,1,2,,,6.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,出荷形態,,,,,,,7.0,,16100.0,61,,,,,,7,,,-,,phpclf1csjtp6pc004gSiz.png,B0-0000006100-0001.png,,,,,2024/7/5 19:11,seizou,2026/3/31 15:05,hara,3072.0,3072.0,3072.0,3072.0,,,,,4.0,,,,
B0-0000006100-W001,61アゴパット縫製品,1,2,,,40.0,0.0,0,0,0,,枚,1.0,50000.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,4924.0,-42884.0,-42884.0,-42884.0,,,,,1.0,,,,
B0-00000063YL-0001,プリズム反射式安全ベスト(タスキ形),1,2,,,15.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,黄,出荷形態,,,,,,,,8.0,91166.0,63,,,,,,8,,,-,,phpjrpccf12meup2zwxvtG.png,B0-00000063YL-0001.png,,,,,2024/6/27 20:06,wakasugi,2026/4/6 12:14,hara,152.0,152.0,152.0,152.0,,,,,6.0,,,,
B0-00000063YL-V888,63黄バーコード,1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,8.0,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/6/27 20:06,wakasugi,2025/7/18 16:43,中安　弘樹,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-00000064yy-V888,64黄黄バーコード,1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,8.0,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/6/27 20:06,wakasugi,2025/7/18 16:43,中安　弘樹,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-000000650GR-V400,650先止め加工品緑,1,3,,,195.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17.0,本,0,0,0,,1,0,,1,0,,,,,,,,緑,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:44,nakano,60.0,60.0,60.0,60.0,,,2026/5/20,2026/5/20,2.0,,,,
B0-000000650NY-V400,650先止め加工品紺,1,3,,,195.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,181.0,本,0,0,0,,1,0,,1,0,,,,,,,,紺,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:07,GEN,2026/7/1 11:44,nakano,24.0,24.0,24.0,24.0,,,2026/6/8,2026/6/15,2.0,,,,
B0-0000006600-0001,汗水吸12個台紙付販促セット,1,2,,,6.5,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,出荷形態,,,,,,,7.0,,10666.0,66,,,,,,7,,,-,,php2pfnihgsn6eg8zV9Y5x.png,B0-0000006600-0001.png,,,,,2024/7/5 19:11,seizou,2026/3/31 15:29,hara,1535.0,1535.0,1535.0,1535.0,,,,2026/4/15,7.0,,,,
B0-00000067BG-0001,デコパット,1,2,,,9.5,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,ベージュ,出荷形態,,,,,,,7.0,,16751.0,67,,,,,,7,,,-,,phpj5ub7h6dffp301r2PFj.png,B0-00000067BG-0001.png,,,,,2024/7/5 19:11,seizou,2026/3/31 15:07,hara,4183.0,4183.0,4183.0,4183.0,,,,,9.0,,,,
B0-00000067BG-W001,67デコパットマジックテープ付ベージュ,1,2,,,90.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,ベージュ,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-125472.0,-125472.0,-125472.0,-125472.0,,,,2026/1/6,1.0,,,,
B0-00000067BK-0001,デコパット,1,2,,,8.5,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,黒,出荷形態,,,,,,,7.0,,16721.0,67,,,,,,7,,,-,,phpbhqho7rq4nupbIMahVg.png,B0-00000067BK-0001.png,,,,,2024/7/5 19:11,seizou,2026/3/31 15:47,hara,14311.0,14311.0,14311.0,14311.0,,,,2026/3/18,8.0,,,,
B0-00000067BK-W001,67デコパットマジックテープ付黒,1,2,,,90.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,黒,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-224040.0,-224040.0,-224040.0,-224040.0,,,2024/7/25,2026/2/25,1.0,,,,
B0-00000067BU-0001,デコパット,1,2,,,8.5,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,青,出荷形態,,,,,,,7.0,,16711.0,67,,,,,,7,,,-,,php31otg1t05lsqemz2svb.png,B0-00000067BU-0001.png,,,,,2024/7/5 19:11,seizou,2026/3/31 15:46,hara,13292.0,13292.0,13292.0,13292.0,,,,2026/5/12,8.0,,,,
B0-00000067BU-W001,67デコパットマジックテープ付青,1,2,,,90.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,青,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-86456.0,-86456.0,-86456.0,-86456.0,,,,2026/3/3,1.0,,,,
B0-00000067IV-W001,67デコパットマジックテープ付アイボリー,1,2,,,210.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,白,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,0.0,0.0,0.0,0.0,,,,,2.0,,,,
B0-00000067NY-W001,67デコパットマジックテープ付ネイビー,1,2,,,210.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,白,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-3984.0,-3984.0,-3984.0,-3984.0,,,,2026/3/11,2.0,,,,
B0-00000067RD-0001,デコパット,1,2,,,8.5,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,赤,出荷形態,,,,,,,7.0,,16741.0,67,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,3032.0,3032.0,3032.0,3032.0,,,,,8.0,,,,
B0-00000067RD-W001,67デコパットマジックテープ付赤,1,2,,,90.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,赤,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-34141.0,-34141.0,-34141.0,-34141.0,,,,2026/2/10,1.0,,,,
B0-00000067WH-0001,デコパット,1,2,,,8.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,白,出荷形態,,,,,,,7.0,,16701.0,67,,,,,,7,,,-,,phps1o9n6as6v0nbRFToUt.png,B0-00000067WH-0001.png,,,,,2024/7/5 19:11,seizou,2026/3/31 15:47,hara,13266.0,13266.0,13266.0,13266.0,,,,,8.0,,,,
B0-00000067WH-V888,67白バーコード,1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,白,内製,,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/7/18 16:44,中安　弘樹,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-00000067WH-W001,67デコパットマジックテープ付白,1,2,,,85.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,白,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2026/5/1 10:34,takahashi,16075.0,16075.0,16075.0,16075.0,,,2024/7/25,,1.0,,,,
B0-00000067rk-W001,67デコパットマジックテープ付黒/赤,1,2,,,90.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,180,0,,1,0,,,,,,,,黒/赤,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,3200.0,3200.0,3200.0,3200.0,,,,,1.0,,,,
B0-0000006900-0001,ヘルメットカバー,1,2,,,8.9,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,出荷形態,,,,,,,7.0,,16900.0,69,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,372.0,372.0,372.0,372.0,,,,,6.0,,,,
B0-0000006900-V888,69バーコード,1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/7/18 16:44,中安　弘樹,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-0000007000-0001,ビニール製日除け,1,2,,,3.8,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,出荷形態,,,,,,,7.0,,2190.0,70,,,,,,7,,,-,,phpo5o8kmmglf4a5GJ8c1q.png,B0-0000007000-0001.png,,,,,2024/7/5 19:11,seizou,2026/4/2 16:45,hara,1326.0,1326.0,1326.0,1326.0,,,,,2.0,,,,
B0-0000007100-0001,TAKEバイザー,1,2,,,7.5,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,出荷形態,,,,,,,7.0,,17100.0,71,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,1762.0,1762.0,1762.0,1762.0,,,,,4.0,,,,
B0-0000007100-V600,71すべり止めゴム,1,3,,,20.3,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,OEM,14,0,,1,0,,トーヨーセフティホールディングス(株),,71-NON-SLIP-SHEET,,,,,裁断品,,,,,,,,,7711.0,TKV-1,,,,,,,7月4日,,-,,,,,,,,2024/7/5 19:11,seizou,2025/7/18 16:44,中安　弘樹,20265.0,20265.0,20265.0,20265.0,,,,,1.0,,,,
B0-0000007100-W001,71ゴム紐カット品100mm,1,2,,,2.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,本,0,0,0,OEM,21,0,,1,0,,トーヨーセフティホールディングス(株),,71-TEXTILE-TAPE-S-100mm,,,,,外注,,,,,,,7.0,,7712.0,TKV-2,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,20012.0,20012.0,20012.0,20012.0,,,,,1.0,,,,
B0-0000007100-W002,71ゴム紐カット品230mm,1,2,,,3.0,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,本,0,0,0,OEM,21,0,,1,0,,トーヨーセフティホールディングス(株),,71-TEXTILE-TAPE-L-230mm,,,,,外注,,,,,,,7.0,,7713.0,TKV-3,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,13212.0,13212.0,13212.0,13212.0,,,,,1.0,,,,
B0-0000007100-W003,71竹バイザー,1,2,,,710.0,0.0,0,0,0,,枚,1.0,0.0,50000.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,0,,90,0,,1,0,,,,,,,,,外注,,,,,,,7.0,,,,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/12/12 17:22,takahashi,-441.0,-1641.0,-1641.0,-1641.0,,,,2026/4/27,4.0,,,,
B0-0000007200-0001,メッシュ製日除け,1,2,,,3.8,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,出荷形態,,,,,,,7.0,,2300.0,72,,,,,,7,,,-,,phphei9l3l27clm1n2q0ir.png,B0-0000007200-0001.png,,,,,2024/7/5 19:11,seizou,2026/4/2 16:46,hara,2425.0,2425.0,2425.0,2425.0,,,,,2.0,,,,
B0-0000007300-V001,73ペンホルダー,1,3,,,2.805,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,30,0,,1,0,,,,ペンホルダーパーツ黄,,,,,成形品,,,,,,,,,17302.0,73-Y,,,,,,,,,-,,phpvjfo7falntq79RCMNeS.jpg,画像1.jpg,,,,,2024/7/5 19:11,seizou,2025/9/11 10:11,wakasugi,-103135.0,-103335.0,-103335.0,-103335.0,,,,2026/6/29,2.0,,,,
B0-0000007400-V001,ホイッスルホルダー,1,3,,,10.005,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,30,0,,1,0,,,,,,,,,成形品,,,,,,,,,,,,,,,,,,,-,,phpDqvtF2.png,IMG_0802-removebg-preview.png,,,,,2024/7/5 19:11,seizou,2025/7/18 16:44,中安　弘樹,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-0000007400-V889,74ホイッスルホルダー検査品用品名シール,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,,,,,,,,8.0,,,,,,,,,,,-,,,,,,,,2026/5/28 9:35,takahashi,2026/5/28 9:35,takahashi,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-0000007400-W001,74ホイッスルホルダー,1,2,,,320.0,0.0,0,0,0,,個,1.0,500.0,500.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,30,0,,1,0,,,,,,,,,外注,,,,,,,7.0,,,,,,,,,7,,,-,,phpg0imidlf4cpedrTJ0Kn.JPG,IMG_1019.JPG,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-15662.0,-16262.0,-16262.0,-16262.0,,,2024/7/22,2026/6/23,4.0,,,,
B0-0000007400-W002,74ホイッスルホルダー検査品,1,2,,,1.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,,,,-,,,,,,,,2026/5/28 10:17,wakasugi,2026/5/28 10:17,wakasugi,0.0,0.0,0.0,0.0,,,,,1.0,,,,
